UF;Município;Cargo;Candidato;Nr;Partido;Situação;VotaçãoNominal
MG;DIVINOLÂNDIA DE MINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1218,00 
MG;DIVINÓPOLIS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;43769,00 
MG;DIVINÓPOLIS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;77205,00 
MG;DIVISA ALEGRE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1763,00 
MG;DIVISA ALEGRE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1198,00 
MG;DIVISA NOVA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1687,00 
MG;DIVISA NOVA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1788,00 
MG;DIVISÓPOLIS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2702,00 
MG;DIVISÓPOLIS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1353,00 
MG;DOM BOSCO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1499,00 
MG;DOM BOSCO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;763,00 
MG;DOM CAVATI;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1868,00 
MG;DOM CAVATI;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1671,00 
MG;DOM JOAQUIM;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1795,00 
MG;DOM JOAQUIM;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;516,00 
MG;DOM SILVÉRIO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1862,00 
MG;DOM SILVÉRIO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1329,00 
MG;DOM VIÇOSO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1125,00 
MG;DOM VIÇOSO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;935,00 
MG;DONA EUSÉBIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2841,00 
MG;DONA EUSÉBIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1024,00 
MG;DORES DE CAMPOS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;3087,00 
MG;DORES DE CAMPOS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2385,00 
MG;DORES DE GUANHÃES;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2440,00 
MG;DORES DE GUANHÃES;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;589,00 
MG;DORES DO INDAIÁ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3635,00 
MG;DORES DO INDAIÁ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;4573,00 
MG;DORES DO TURVO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1953,00 
MG;DORES DO TURVO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1086,00 
MG;DORESÓPOLIS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;505,00 
MG;DORESÓPOLIS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;539,00 
MG;DOURADOQUARA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;497,00 
MG;DOURADOQUARA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;897,00 
MG;DURANDÉ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2700,00 
MG;DURANDÉ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1534,00 
MG;ELÓI MENDES;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;8660,00 
MG;ELÓI MENDES;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;5762,00 
MG;ENGENHEIRO CALDAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2276,00 
MG;ENGENHEIRO CALDAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2946,00 
MG;ENGENHEIRO NAVARRO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3148,00 
MG;ENGENHEIRO NAVARRO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;782,00 
MG;ENTRE FOLHAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2400,00 
MG;ENTRE FOLHAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1235,00 
MG;ENTRE RIOS DE MINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;4994,00 
MG;ENTRE RIOS DE MINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;3583,00 
MG;ERVÁLIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;3578,00 
MG;ERVÁLIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;7551,00 
MG;ESMERALDAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;18523,00 
MG;ESMERALDAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;8069,00 
MG;ESPERA FELIZ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;6442,00 
MG;ESPERA FELIZ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;4977,00 
MG;ESPINOSA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;4878,00 
MG;ESPINOSA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;10255,00 
MG;ESPÍRITO SANTO DO DOURADO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1650,00 
MG;ESPÍRITO SANTO DO DOURADO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1539,00 
MG;ESTIVA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2983,00 
MG;ESTIVA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;3581,00 
MG;ESTRELA DALVA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;500,00 
MG;ESTRELA DALVA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1181,00 
MG;ESTRELA DO INDAIÁ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;895,00 
MG;ESTRELA DO INDAIÁ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1209,00 
MG;ESTRELA DO SUL;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1342,00 
MG;ESTRELA DO SUL;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2795,00 
MG;EUGENÓPOLIS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3851,00 
MG;EUGENÓPOLIS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2383,00 
MG;EWBANK DA CÂMARA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;634,00 
MG;EWBANK DA CÂMARA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2009,00 
MG;EXTREMA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;8236,00 
MG;EXTREMA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;8089,00 
MG;FAMA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;981,00 
MG;FAMA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;940,00 
MG;FARIA LEMOS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1436,00 
MG;FARIA LEMOS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;852,00 
MG;FELÍCIO DOS SANTOS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;791,00 
MG;FELÍCIO DOS SANTOS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1724,00 
MG;FELISBURGO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1161,00 
MG;FELISBURGO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1929,00 
MG;FELIXLÂNDIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;4862,00 
MG;FELIXLÂNDIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;3088,00 
MG;FERNANDES TOURINHO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1139,00 
MG;FERNANDES TOURINHO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;824,00 
MG;FERROS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1639,00 
MG;FERROS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;4208,00 
MG;FERVEDOURO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1696,00 
MG;FERVEDOURO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;4066,00 
MG;FLORESTAL;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1332,00 
MG;FLORESTAL;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2712,00 
MG;FORMIGA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;18858,00 
MG;FORMIGA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;21027,00 
MG;FORMOSO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1208,00 
MG;FORMOSO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2493,00 
MG;FORTALEZA DE MINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1224,00 
MG;FORTALEZA DE MINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1182,00 
MG;FORTUNA DE MINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;631,00 
MG;FORTUNA DE MINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1188,00 
MG;FRANCISCO BADARÓ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2920,00 
MG;FRANCISCO BADARÓ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1264,00 
MG;FRANCISCO DUMONT;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1759,00 
MG;FRANCISCO DUMONT;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;855,00 
MG;FRANCISCO SÁ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2074,00 
MG;FRANCISCO SÁ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;10930,00 
MG;FRANCISCÓPOLIS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2093,00 
MG;FRANCISCÓPOLIS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;537,00 
MG;FREI GASPAR;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2492,00 
MG;FREI GASPAR;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;617,00 
MG;FREI INOCÊNCIO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3306,00 
MG;FREI INOCÊNCIO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1353,00 
MG;FREI LAGONEGRO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;488,00 
MG;FREI LAGONEGRO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1543,00 
MG;FRONTEIRA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;4845,00 
MG;FRONTEIRA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2696,00 
MG;FRONTEIRA DOS VALES;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;776,00 
MG;FRONTEIRA DOS VALES;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1918,00 
MG;FRUTA DE LEITE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2562,00 
MG;FRUTA DE LEITE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;381,00 
MG;FRUTAL;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;14094,00 
MG;FRUTAL;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;14772,00 
MG;FUNILÂNDIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1531,00 
MG;FUNILÂNDIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1059,00 
MG;GALILÉIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1508,00 
MG;GALILÉIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2179,00 
MG;GAMELEIRAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1937,00 
MG;GAMELEIRAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;827,00 
MG;GLAUCILÂNDIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;519,00 
MG;GLAUCILÂNDIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1771,00 
MG;GOIABEIRA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1153,00 
MG;GOIABEIRA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;794,00 
MG;GOIANÁ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;906,00 
MG;GOIANÁ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1544,00 
MG;GONÇALVES;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1775,00 
MG;GONÇALVES;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;923,00 
MG;GONZAGA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1509,00 
MG;GONZAGA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1374,00 
MG;GOUVEIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1305,00 
MG;GOUVEIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;4999,00 
MG;GOVERNADOR VALADARES;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;71709,00 
MG;GOVERNADOR VALADARES;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;65926,00 
MG;GRÃO MOGOL;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;5364,00 
MG;GRÃO MOGOL;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1488,00 
MG;GRUPIARA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;518,00 
MG;GRUPIARA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;558,00 
MG;GUANHÃES;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;8443,00 
MG;GUANHÃES;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;6788,00 
MG;GUAPÉ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;4229,00 
MG;GUAPÉ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3435,00 
MG;GUARACIABA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3589,00 
MG;GUARACIABA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2100,00 
MG;GUARACIAMA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;417,00 
MG;GUARACIAMA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3331,00 
MG;GUARANÉSIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;7524,00 
MG;GUARANÉSIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;3517,00 
MG;GUARANI;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2926,00 
MG;GUARANI;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2321,00 
MG;GUARARÁ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1388,00 
MG;GUARARÁ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1085,00 
MG;GUARDA-MOR;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2001,00 
MG;GUARDA-MOR;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1572,00 
MG;GUAXUPÉ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;12284,00 
MG;GUAXUPÉ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;15334,00 
MG;GUIDOVAL;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1635,00 
MG;GUIDOVAL;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3331,00 
MG;GUIMARÂNIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2519,00 
MG;GUIMARÂNIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1981,00 
MG;GUIRICEMA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3338,00 
MG;GUIRICEMA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2005,00 
MG;GURINHATÃ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2000,00 
MG;GURINHATÃ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1853,00 
MG;HELIODORA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1938,00 
MG;HELIODORA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1920,00 
MG;IAPU;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2568,00 
MG;IAPU;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3140,00 
MG;IBERTIOGA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2547,00 
MG;IBERTIOGA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;940,00 
MG;IBIÁ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;6460,00 
MG;IBIÁ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;5981,00 
MG;IBIAÍ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3267,00 
MG;IBIAÍ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;677,00 
MG;IBIRACATU;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2553,00 
MG;IBIRACATU;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;888,00 
MG;IBIRACI;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;4195,00 
MG;IBIRACI;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2337,00 
MG;IBIRITÉ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;52310,00 
MG;IBIRITÉ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;20315,00 
MG;IBITIÚRA DE MINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1238,00 
MG;IBITIÚRA DE MINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1185,00 
MG;IBITURUNA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;842,00 
MG;IBITURUNA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1009,00 
MG;ICARAÍ DE MINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3824,00 
MG;ICARAÍ DE MINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;926,00 
MG;IGARAPÉ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;4769,00 
MG;IGARAPÉ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;12503,00 
MG;IGARATINGA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3894,00 
MG;IGARATINGA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1123,00 
MG;IGUATAMA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2413,00 
MG;IGUATAMA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2687,00 
MG;IJACI;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1872,00 
MG;IJACI;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1924,00 
MG;ILICÍNEA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2801,00 
MG;ILICÍNEA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3897,00 
MG;IMBÉ DE MINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2436,00 
MG;IMBÉ DE MINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1106,00 
MG;INCONFIDENTES;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2307,00 
MG;INCONFIDENTES;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2386,00 
MG;INDAIABIRA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2425,00 
MG;INDAIABIRA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1167,00 
MG;INDIANÓPOLIS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2302,00 
MG;INDIANÓPOLIS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1159,00 
MG;INGAÍ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;933,00 
MG;INGAÍ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;991,00 
MG;INHAPIM;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;8885,00 
MG;INHAPIM;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;5174,00 
MG;INHAÚMA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2486,00 
MG;INHAÚMA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1206,00 
MG;INIMUTABA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2714,00 
MG;INIMUTABA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1145,00 
MG;IPABA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;6912,00 
MG;IPABA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2077,00 
MG;IPANEMA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;5207,00 
MG;IPANEMA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;5136,00 
MG;IPATINGA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;62396,00 
MG;IPATINGA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;66124,00 
MG;IPIAÇU;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1522,00 
MG;IPIAÇU;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1031,00 
MG;IPUIÚNA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2791,00 
MG;IPUIÚNA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3140,00 
MG;IRAÍ DE MINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2799,00 
MG;IRAÍ DE MINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1378,00 
MG;ITABIRA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;40318,00 
MG;ITABIRA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;23782,00 
MG;ITABIRINHA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2179,00 
MG;ITABIRINHA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3309,00 
MG;ITABIRITO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;12412,00 
MG;ITABIRITO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;14659,00 
MG;ITACAMBIRA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;382,00 
MG;ITACAMBIRA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2264,00 
MG;ITACARAMBI;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;6707,00 
MG;ITACARAMBI;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1773,00 
MG;ITAGUARA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;4044,00 
MG;ITAGUARA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;3370,00 
MG;ITAIPÉ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3199,00 
MG;ITAIPÉ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1747,00 
MG;ITAJUBÁ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;32240,00 
MG;ITAJUBÁ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;19489,00 
MG;ITAMARANDIBA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;6435,00 
MG;ITAMARANDIBA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;8643,00 
MG;ITAMARATI DE MINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;766,00 
MG;ITAMARATI DE MINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1920,00 
MG;ITAMBACURI;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2770,00 
MG;ITAMBACURI;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;8335,00 
MG;ITAMBÉ DO MATO DENTRO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1108,00 
MG;ITAMBÉ DO MATO DENTRO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;380,00 
