UF;Município;Cargo;Candidato;Nr;Partido;Situação;VotaçãoNominal
MG;SÃO JOSÉ DA SAFIRA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;597,00 
MG;SÃO JOSÉ DA SAFIRA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1567,00 
MG;SÃO JOSÉ DA VARGINHA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1066,00 
MG;SÃO JOSÉ DA VARGINHA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1431,00 
MG;SÃO JOSÉ DO ALEGRE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1693,00 
MG;SÃO JOSÉ DO ALEGRE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;919,00 
MG;SÃO JOSÉ DO DIVINO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1221,00 
MG;SÃO JOSÉ DO DIVINO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;969,00 
MG;SÃO JOSÉ DO GOIABAL;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2214,00 
MG;SÃO JOSÉ DO GOIABAL;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1066,00 
MG;SÃO JOSÉ DO JACURI;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;984,00 
MG;SÃO JOSÉ DO JACURI;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2275,00 
MG;SÃO JOSÉ DO MANTIMENTO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;830,00 
MG;SÃO JOSÉ DO MANTIMENTO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;822,00 
MG;SÃO LOURENÇO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;7575,00 
MG;SÃO LOURENÇO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;16077,00 
MG;SÃO MIGUEL DO ANTA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1228,00 
MG;SÃO MIGUEL DO ANTA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3071,00 
MG;SÃO PEDRO DA UNIÃO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1958,00 
MG;SÃO PEDRO DA UNIÃO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1084,00 
MG;SÃO PEDRO DO SUAÇUÍ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;900,00 
MG;SÃO PEDRO DO SUAÇUÍ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1994,00 
MG;SÃO PEDRO DOS FERROS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1469,00 
MG;SÃO PEDRO DOS FERROS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3082,00 
MG;SÃO ROMÃO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3300,00 
MG;SÃO ROMÃO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;465,00 
MG;SÃO ROQUE DE MINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2487,00 
MG;SÃO ROQUE DE MINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1329,00 
MG;SÃO SEBASTIÃO DA BELA VISTA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1721,00 
MG;SÃO SEBASTIÃO DA BELA VISTA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1412,00 
MG;SÃO SEBASTIÃO DA VARGEM ALEGRE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1250,00 
MG;SÃO SEBASTIÃO DA VARGEM ALEGRE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;733,00 
MG;SÃO SEBASTIÃO DO ANTA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1970,00 
MG;SÃO SEBASTIÃO DO ANTA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1152,00 
MG;SÃO SEBASTIÃO DO MARANHÃO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1374,00 
MG;SÃO SEBASTIÃO DO MARANHÃO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3043,00 
MG;SÃO SEBASTIÃO DO OESTE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2244,00 
MG;SÃO SEBASTIÃO DO OESTE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1484,00 
MG;SÃO SEBASTIÃO DO PARAÍSO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;18030,00 
MG;SÃO SEBASTIÃO DO PARAÍSO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;17104,00 
MG;SÃO SEBASTIÃO DO RIO PRETO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;575,00 
MG;SÃO SEBASTIÃO DO RIO PRETO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;395,00 
MG;SÃO SEBASTIÃO DO RIO VERDE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;874,00 
MG;SÃO SEBASTIÃO DO RIO VERDE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;633,00 
MG;SÃO THOMÉ DAS LETRAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1651,00 
MG;SÃO THOMÉ DAS LETRAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2171,00 
MG;SÃO TIAGO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2905,00 
MG;SÃO TIAGO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;3512,00 
MG;SÃO TOMÁS DE AQUINO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2057,00 
MG;SÃO TOMÁS DE AQUINO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2134,00 
MG;SÃO VICENTE DE MINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1623,00 
MG;SÃO VICENTE DE MINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2420,00 
MG;SAPUCAÍ-MIRIM;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1833,00 
MG;SAPUCAÍ-MIRIM;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1658,00 
MG;SARDOÁ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1608,00 
MG;SARDOÁ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1097,00 
MG;SARZEDO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;4077,00 
MG;SARZEDO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;7700,00 
MG;SEM PEIXE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1354,00 
MG;SEM PEIXE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;619,00 
MG;SENADOR AMARAL;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1136,00 
MG;SENADOR AMARAL;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2453,00 
MG;SENADOR CORTES;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1058,00 
MG;SENADOR CORTES;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;573,00 
MG;SENADOR FIRMINO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3421,00 
MG;SENADOR FIRMINO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1417,00 
MG;SENADOR JOSÉ BENTO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;772,00 
MG;SENADOR JOSÉ BENTO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;785,00 
MG;SENADOR MODESTINO GONÇALVES;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1607,00 
MG;SENADOR MODESTINO GONÇALVES;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;932,00 
MG;SENHORA DE OLIVEIRA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2569,00 
MG;SENHORA DE OLIVEIRA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;978,00 
MG;SENHORA DO PORTO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1206,00 
MG;SENHORA DO PORTO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;805,00 
MG;SENHORA DOS REMÉDIOS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3210,00 
MG;SENHORA DOS REMÉDIOS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2384,00 
MG;SERICITA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2724,00 
MG;SERICITA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1561,00 
MG;SERITINGA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;764,00 
MG;SERITINGA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;538,00 
MG;SERRA AZUL DE MINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;503,00 
MG;SERRA AZUL DE MINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1510,00 
MG;SERRA DA SAUDADE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;217,00 
MG;SERRA DA SAUDADE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;426,00 
MG;SERRA DO SALITRE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3068,00 
MG;SERRA DO SALITRE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2722,00 
MG;SERRA DOS AIMORÉS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1290,00 
MG;SERRA DOS AIMORÉS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2677,00 
MG;SERRANIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2177,00 
MG;SERRANIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2333,00 
MG;SERRANÓPOLIS DE MINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1983,00 
MG;SERRANÓPOLIS DE MINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;683,00 
MG;SERRANOS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;637,00 
MG;SERRANOS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;685,00 
MG;SERRO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;7271,00 
MG;SERRO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2303,00 
MG;SETE LAGOAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;68249,00 
MG;SETE LAGOAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;45930,00 
MG;SETUBINHA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;834,00 
MG;SETUBINHA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3390,00 
MG;SILVEIRÂNIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1180,00 
MG;SILVEIRÂNIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;590,00 
MG;SILVIANÓPOLIS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1524,00 
MG;SILVIANÓPOLIS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2103,00 
MG;SIMÃO PEREIRA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;792,00 
MG;SIMÃO PEREIRA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1279,00 
MG;SIMONÉSIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;5529,00 
MG;SIMONÉSIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;4544,00 
MG;SOBRÁLIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1989,00 
MG;SOBRÁLIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1168,00 
MG;SOLEDADE DE MINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1433,00 
MG;SOLEDADE DE MINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2219,00 
MG;TABULEIRO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1690,00 
MG;TABULEIRO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1222,00 
MG;TAIOBEIRAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;8839,00 
MG;TAIOBEIRAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;7957,00 
MG;TAPARUBA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1194,00 
MG;TAPARUBA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;991,00 
MG;TAPIRA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1377,00 
MG;TAPIRA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1372,00 
MG;TAPIRAÍ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;941,00 
MG;TAPIRAÍ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;570,00 
MG;TAQUARAÇU DE MINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1365,00 
MG;TAQUARAÇU DE MINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1362,00 
MG;TARUMIRIM;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;3496,00 
MG;TARUMIRIM;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;4349,00 
MG;TEIXEIRAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;4855,00 
MG;TEIXEIRAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2283,00 
MG;TEÓFILO OTONI;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;36889,00 
MG;TEÓFILO OTONI;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;29697,00 
MG;TIMÓTEO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;26426,00 
MG;TIMÓTEO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;16889,00 
MG;TIRADENTES;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1898,00 
MG;TIRADENTES;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2331,00 
MG;TIROS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1380,00 
MG;TIROS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2373,00 
MG;TOCANTINS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;5399,00 
MG;TOCANTINS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;4426,00 
MG;TOCOS DO MOJI;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1269,00 
MG;TOCOS DO MOJI;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1643,00 
MG;TOLEDO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1605,00 
MG;TOLEDO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2070,00 
MG;TOMBOS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2769,00 
MG;TOMBOS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2603,00 
MG;TRÊS CORAÇÕES;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;24650,00 
MG;TRÊS CORAÇÕES;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;15801,00 
MG;TRÊS MARIAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;8595,00 
MG;TRÊS MARIAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;6594,00 
MG;TRÊS PONTAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;14766,00 
MG;TRÊS PONTAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;16381,00 
MG;TUMIRITINGA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1903,00 
MG;TUMIRITINGA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1538,00 
MG;TUPACIGUARA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;9264,00 
MG;TUPACIGUARA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;5266,00 
MG;TURMALINA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;7305,00 
MG;TURMALINA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1908,00 
MG;TURVOLÂNDIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1363,00 
MG;TURVOLÂNDIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1321,00 
MG;UBÁ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;35316,00 
MG;UBÁ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;15992,00 
MG;UBAÍ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1206,00 
MG;UBAÍ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;4565,00 
MG;UBAPORANGA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3649,00 
MG;UBAPORANGA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2870,00 
MG;UBERABA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;94946,00 
MG;UBERABA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;62790,00 
MG;UBERLÂNDIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;214681,00 
MG;UBERLÂNDIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;105897,00 
MG;UMBURATIBA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;421,00 
MG;UMBURATIBA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1222,00 
MG;UNAÍ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;19231,00 
MG;UNAÍ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;21393,00 
MG;UNIÃO DE MINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1751,00 
MG;UNIÃO DE MINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;806,00 
MG;URUANA DE MINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;519,00 
MG;URUANA DE MINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1533,00 
MG;URUCÂNIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;3217,00 
MG;URUCÂNIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2664,00 
MG;URUCUIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3238,00 
MG;URUCUIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;930,00 
MG;VARGEM ALEGRE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2675,00 
MG;VARGEM ALEGRE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1275,00 
MG;VARGEM BONITA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;771,00 
MG;VARGEM BONITA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;683,00 
MG;VARGEM GRANDE DO RIO PARDO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1632,00 
MG;VARGEM GRANDE DO RIO PARDO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;950,00 
MG;VARGINHA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;26031,00 
MG;VARGINHA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;45606,00 
MG;VARJÃO DE MINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1825,00 
MG;VARJÃO DE MINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1575,00 
MG;VÁRZEA DA PALMA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;12599,00 
MG;VÁRZEA DA PALMA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;5974,00 
MG;VARZELÂNDIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;6196,00 
MG;VARZELÂNDIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2862,00 
MG;VAZANTE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;3214,00 
MG;VAZANTE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;7910,00 
MG;VERDELÂNDIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3309,00 
MG;VERDELÂNDIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;755,00 
MG;VEREDINHA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2383,00 
MG;VEREDINHA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;743,00 
MG;VERÍSSIMO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;675,00 
MG;VERÍSSIMO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1023,00 
MG;VERMELHO NOVO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1508,00 
MG;VERMELHO NOVO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1769,00 
MG;VESPASIANO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;15906,00 
MG;VESPASIANO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;32203,00 
MG;VIÇOSA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;11522,00 
MG;VIÇOSA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;27719,00 
MG;VIEIRAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1893,00 
MG;VIEIRAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;894,00 
MG;VIRGEM DA LAPA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1847,00 
MG;VIRGEM DA LAPA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;4155,00 
MG;VIRGÍNIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2638,00 
MG;VIRGÍNIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2555,00 
MG;VIRGINÓPOLIS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1952,00 
MG;VIRGINÓPOLIS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3428,00 
MG;VIRGOLÂNDIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;663,00 
MG;VIRGOLÂNDIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2301,00 
MG;VISCONDE DO RIO BRANCO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;13548,00 
MG;VISCONDE DO RIO BRANCO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;8859,00 
MG;VOLTA GRANDE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1915,00 
MG;VOLTA GRANDE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1077,00 
MG;WENCESLAU BRAZ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1063,00 
MG;WENCESLAU BRAZ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;801,00 
